gmap_id,name,address,latitude,longitude,category,avg_rating,num_of_reviews,price,hours
0x88389a5febb4b009:0xf13224773b1c040f,Hararu Hibachi & Sushi,"Hararu Hibachi & Sushi, 1587 Holt Rd, Columbus, OH 43228",39.9198425,-83.12372429999999,"['Japanese restaurant', 'Sushi restaurant']",4.1,24,,"[['Tuesday', '11AM–9PM'], ['Wednesday', '11AM–9PM'], ['Thursday', '11AM–9PM'], ['Friday', '4–9:30PM'], ['Saturday', '11AM–9:30PM'], ['Sunday', '11AM–9PM'], ['Monday', '11AM–9PM']]"
0x8841b3baa07950c3:0x383112857467ad8f,Cafe Mochiko,"Cafe Mochiko, 1524 Madison Rd, Cincinnati, OH 45206",39.1298606,-84.47780949999999,['Japanese restaurant'],4.9,46,,"[['Tuesday', 'Closed'], ['Wednesday', 'Closed'], ['Thursday', '8AM–2PM'], ['Friday', '8AM–2PM'], ['Saturday', '9AM–2PM'], ['Sunday', '9AM–2PM'], ['Monday', 'Closed']]"
0x8838ed9059dbf54d:0x50dab34101f53d42,Kogen's,"Kogen's, 9711 Sawmill Pkwy, Powell, OH 43065",40.157071699999996,-83.0904482,"['Asian restaurant', 'Asian fusion restaurant', 'Chinese restaurant', 'Japanese restaurant', 'Sushi restaurant']",3.9,75,$$,"[['Tuesday', '11:30AM–9:30PM'], ['Wednesday', '11:30AM–9:30PM'], ['Thursday', '11:30AM–9:30PM'], ['Friday', '11:30AM–10:30PM'], ['Saturday', '11AM–12AM'], ['Sunday', '11:30AM–9PM'], ['Monday', '11:30AM–9:30PM']]"
0x8830f07f1ec04a5b:0xc31c4923b49e6155,Yihi Japan,"Yihi Japan, 230 W Huron Rd, Cleveland, OH 44113",41.4969742,-81.6937813,"['Japanese restaurant', 'Asian restaurant']",4.0,18,$,"[['Thursday', '10AM–7PM'], ['Friday', '10AM–7PM'], ['Saturday', '10AM–7PM'], ['Sunday', '10AM–7PM'], ['Monday', '10AM–7PM'], ['Tuesday', '10AM–7PM'], ['Wednesday', '10AM–7PM']]"
0x883861bad38683af:0x3f0207ec6adfad6e,Panda Wok,"Panda Wok, 1390 Cherry Bottom Rd, Gahanna, OH 43230",40.0555004,-82.88429599999999,"['Japanese restaurant', 'Asian restaurant', 'Chinese restaurant']",4.0,114,$,"[['Thursday', '11AM–10PM'], ['Friday', '11AM–11PM'], ['Saturday', '11AM–11PM'], ['Sunday', '4–10PM'], ['Monday', '11AM–10PM'], ['Tuesday', '11AM–10PM'], ['Wednesday', '11AM–10PM']]"
0x8838f5be0a1db2cb:0x9f7cf3c0602143f,Teriyaki Madness,"Teriyaki Madness, 833 Polaris Pkwy, Westerville, OH 43082",40.1441029,-82.95797189999999,"['Asian fusion restaurant', 'Caterer', 'Fast food restaurant', 'Gluten-free restaurant', 'Japanese restaurant', 'Restaurant']",4.6,97,$,"[['Tuesday', '11AM–9PM'], ['Wednesday', '11AM–9PM'], ['Thursday', '11AM–9PM'], ['Friday', '11AM–9PM'], ['Saturday', '11AM–9PM'], ['Sunday', '11AM–9PM'], ['Monday', '11AM–9PM']]"
0x883c7f5c6806a36b:0x12e57c00b4f149a7,Sushi Yoshi Steak Stone & Seafood House,"Sushi Yoshi Steak Stone & Seafood House, 5236 Monroe St Suite F, Toledo, OH 43623",41.701960799999995,-83.6515505,"['Restaurant', 'Asian fusion restaurant', 'Asian restaurant', 'Japanese restaurant', 'Sushi restaurant']",4.5,76,,"[['Monday', '11AM–3PM'], ['Tuesday', '11AM–3PM'], ['Wednesday', '11AM–3PM'], ['Thursday', '11AM–3PM'], ['Friday', '11AM–3PM'], ['Saturday', '12–11PM'], ['Sunday', '12–9:30PM']]"
0x8838f46528e27405:0x1316dd4ccd8948cf,Yihi Japan,"Yihi Japan, 1500 Polaris Pkwy, Columbus, OH 43240",40.146165499999995,-82.9805444,"['Japanese restaurant', 'Asian restaurant']",2.0,66,,"[['Thursday', '11AM–9PM'], ['Friday', '11AM–9PM'], ['Saturday', '11AM–9PM'], ['Sunday', '11AM–9PM'], ['Monday', '11AM–9PM'], ['Tuesday', '11AM–9PM'], ['Wednesday', '11AM–9PM']]"
0x88388d7d54c7543b:0xafed489e3f265b1d,KIRIN NOODLE BAR,"KIRIN NOODLE BAR, 4227 N High St, Columbus, OH 43214",40.048124,-83.02057959999999,"['Japanese restaurant', 'Dim sum restaurant', 'Ramen restaurant', 'Restaurant']",4.4,98,$,"[['Wednesday', '11AM–9PM'], ['Thursday', '11AM–9PM'], ['Friday', '11AM–9:30PM'], ['Saturday', '11AM–9:30PM'], ['Sunday', '11AM–9PM'], ['Monday', '11AM–9PM'], ['Tuesday', 'Closed']]"
0x88470b5196d27383:0x7ea8a722797692fd,HIBACHI EXPRESS,"HIBACHI EXPRESS, 1251 N Bridge St, Chillicothe, OH 45601",39.3632409,-82.97477599999999,['Japanese steakhouse'],4.2,24,,"[['Tuesday', '11AM–9:30PM'], ['Wednesday', '11AM–9:30PM'], ['Thursday', '11AM–9:30PM'], ['Friday', '11AM–9:30PM'], ['Saturday', '11AM–9:30PM'], ['Sunday', 'Closed'], ['Monday', '11AM–9:30PM']]"
0x8841078f751d5a9f:0xd11644541d55b4db,Hibachi express,"Hibachi express, 960 Kennedys Landing Suite #5, Cincinnati, OH 45245",39.0913924,-84.2628598,"['Asian restaurant', 'Japanese restaurant']",4.2,38,,"[['Friday', '11AM–10:30PM'], ['Saturday', '11AM–10:30PM'], ['Sunday', '12–9:30PM'], ['Monday', '11AM–9:30PM'], ['Tuesday', 'Closed'], ['Wednesday', '11AM–9:30PM'], ['Thursday', '11AM–9:30PM']]"
0x88309311b18159cf:0x4fb2998efb68410c,Pacific East,"Pacific East, 186 Union St, Westlake, OH 44145",41.461272,-81.9521618,['Japanese restaurant'],4.4,78,,"[['Thursday', '11:30AM–8:30PM'], ['Friday', '11:30AM–9PM'], ['Saturday', '11:30AM–9PM'], ['Sunday', '11:30AM–8:30PM'], ['Monday', 'Closed'], ['Tuesday', '11:30AM–8:30PM'], ['Wednesday', '11:30AM–8:30PM']]"
0x88388a84477fc4a9:0xfaacff494701cb0b,Edamame Sushi & Grill,"Edamame Sushi & Grill, 3946 Morse Crossing, Columbus, OH 43219",40.050256,-82.919349,"['Sushi restaurant', 'Asian restaurant', 'Japanese restaurant', 'Ramen restaurant']",3.5,58,$$,"[['Tuesday', '11:30AM–9:30PM'], ['Wednesday', '11:30AM–9:30PM'], ['Thursday', '11:30AM–9:30PM'], ['Friday', '11:30AM–10:30PM'], ['Saturday', '12–10:30PM'], ['Sunday', '12–8PM'], ['Monday', '11:30AM–9:30PM']]"
0x8830d828723abd13:0x3a01f6f97f9d3f16,Hana Asian Market,"Hana Asian Market, 1390 N Portage Path, Akron, OH 44313",41.132750099999996,-81.5491734,"['Asian grocery store', 'Food products supplier', 'Japanese grocery store', 'Korean grocery store']",4.0,15,,"[['Monday', '10:30AM–7:30PM'], ['Tuesday', '10:30AM–7:30PM'], ['Wednesday', '10:30AM–7:30PM'], ['Thursday', '10:30AM–7:30PM'], ['Friday', '10:30AM–7:30PM'], ['Saturday', '10:30AM–7:30PM'], ['Sunday', '1:30–5:30PM']]"
0x883f2f61bd838009:0xce63cd44252149f4,Kiyomi Sushi Steakhouse,"Kiyomi Sushi Steakhouse, 120 W Columbus Ave, Bellefontaine, OH 43311, United States",40.3613132,-83.760553,"['Restaurant', 'Chinese restaurant', 'Japanese restaurant', 'Sushi restaurant']",4.3,477,$$,"[['Monday', '11AM–2:30PM'], ['Tuesday', '11AM–2:30PM'], ['Wednesday', '11AM–2:30PM'], ['Thursday', '11AM–2:30PM'], ['Friday', '11AM–2:30PM'], ['Saturday', '11AM–2:30PM'], ['Sunday', '11:30AM–9PM']]"
0x88409c609d3309c7:0xe224dfa6ef9719de,FUSIAN,"FUSIAN, 2733 Fairfield Commons Suite B, Beavercreek, OH 45431, United States",39.7675312,-84.0553724,"['Asian restaurant', 'Grocery delivery service', 'Japanese restaurant', 'Sushi restaurant', 'Vegetarian restaurant']",4.4,488,$,"[['Sunday', '10:40AM–10PM'], ['Monday', '10:40AM–10PM'], ['Tuesday', '10:40AM–10PM'], ['Wednesday', '10:40AM–10PM'], ['Thursday', '10:40AM–10PM'], ['Friday', '10:40AM–10PM'], ['Saturday', '10:40AM–10PM']]"
0x883093b73a58fdad:0x516fcb4420d84ceb,Yuzu King Japanese Cuisine,"Yuzu King Japanese Cuisine, 27333 Detroit Rd, Westlake, OH 44145",41.4665342,-81.9233124,"['Japanese restaurant', 'Delivery service', 'Sushi takeaway']",4.8,46,,"[['Saturday', '11AM–10PM'], ['Sunday', '3–9PM'], ['Monday', '11AM–9PM'], ['Tuesday', 'Closed'], ['Wednesday', '11AM–9PM'], ['Thursday', '11AM–9PM'], ['Friday', '11AM–10PM']]"
0x884057dd3551cf6d:0x2328216549e8d7ff,Hayashiya Japanese cuisine,"Ohio, Maineville, US-22, Hayashiya Japanese cuisine邮政编码: 45039",39.3107738,-84.2759121,['Japanese restaurant'],5.0,27,,"[['Saturday', '11AM–10PM'], ['Sunday', '12–9PM'], ['Monday', 'Closed'], ['Tuesday', '11AM–2PM'], ['Wednesday', '11AM–2PM'], ['Thursday', '11AM–2PM'], ['Friday', '11AM–2PM']]"
0x8841b3916db3f6d9:0x6bd80bcb0f5dd2bc,FUSIAN,"FUSIAN, 11 Martin Luther King Dr E, Cincinnati, OH 45219",39.1352128,-84.508501,"['Asian restaurant', 'Japanese restaurant', 'Restaurant', 'Sushi restaurant', 'Vegetarian restaurant']",4.6,58,,"[['Friday', '11AM–9PM'], ['Saturday', '11AM–8PM'], ['Sunday', 'Closed'], ['Monday', '11AM–9PM'], ['Tuesday', '11AM–9PM'], ['Wednesday', '11AM–9PM'], ['Thursday', '11AM–9PM']]"
0x8838ed1769136129:0xde34c0370308822b,FUSIAN,"FUSIAN, 7721 Sawmill Rd, Dublin, OH 43016",40.123964,-83.090952,"['Asian fusion restaurant', 'Japanese restaurant', 'Sushi restaurant', 'Vegetarian restaurant']",4.3,25,,"[['Friday', '10:40AM–10PM'], ['Saturday', '10:40AM–10PM'], ['Sunday', '10:40AM–10PM'], ['Monday', '10:40AM–10PM'], ['Tuesday', '10:40AM–10PM'], ['Wednesday', '10:40AM–10PM'], ['Thursday', '10:40AM–10PM']]"
0x8847771c6ebc17ff:0xbe093a729bcb9076,HOKKAIDO Sushi & Hibachi,"HOKKAIDO Sushi & Hibachi, 23519 US Highway 23, South St, Circleville, OH 43113",39.5880262,-82.9557083,"['Japanese restaurant', 'Mandarin restaurant']",4.1,98,,"[['Friday', '10:30AM–10:15PM'], ['Saturday', '10:30AM–10:15PM'], ['Sunday', '11:30AM–10PM'], ['Monday', '10:30AM–10PM'], ['Tuesday', 'Closed'], ['Wednesday', '10:30AM–10PM'], ['Thursday', '10:30AM–10PM']]"
0x8833e06596883d15:0x27a687e9985ad183,"Yamato Japanese Restaurant - Warren, Ohio","Yamato Japanese Restaurant - Warren, Ohio, 3860 Youngstown Rd SE, Warren, OH 44484",41.2167612,-80.7745673,"['Japanese restaurant', 'Restaurant', 'Sushi restaurant', 'Teppanyaki restaurant']",4.3,581,$$,"[['Thursday', '3–9PM'], ['Friday', '12–10PM'], ['Saturday', '12–10PM'], ['Sunday', '12–8PM'], ['Monday', 'Closed'], ['Tuesday', '3–9PM'], ['Wednesday', '3–9PM']]"
0x8838605436833a05:0xe8f314828c09134c,Asian Gourmet & Sushi Bar,"Asian Gourmet & Sushi Bar, 1325 Stoneridge Dr, Columbus, OH 43230, United States",40.053252,-82.86741099999999,['Japanese restaurant'],4.4,418,₩₩,"[['Tuesday', '11:30AM–9PM'], ['Wednesday', '11:30AM–9PM'], ['Thursday', '11:30AM–9PM'], ['Friday', '11:30AM–9PM'], ['Saturday', '12–9PM'], ['Sunday', '4–8PM'], ['Monday', '11:30AM–9PM']]"
0x8831aa3c2b1c86db:0x104dd0e25e098d29,Shogun Japanese Steak House,"Shogun Japanese Steak House, 34302 Euclid Ave, Willoughby, OH 44094",41.623477799999996,-81.4442931,"['Japanese restaurant', 'Restaurant']",4.4,75,$$,"[['Sunday', '2–10PM'], ['Monday', 'Closed'], ['Tuesday', '11AM–3PM'], ['Wednesday', '11AM–3PM'], ['Thursday', '11AM–3PM'], ['Friday', '11AM–3PM'], ['Saturday', '11AM–3PM']]"
0x88312957901ff03d:0x7a1fc3e8913894bc,Hibachi Xpress-Triplett,"Hibachi Xpress-Triplett, 2504 Triplett Blvd, Akron, OH 44312",41.0446761,-81.43839229999999,"['Takeout Restaurant', 'Japanese restaurant']",4.0,47,$,"[['Sunday', '11AM–9PM'], ['Monday', '11AM–9PM'], ['Tuesday', '11AM–9PM'], ['Wednesday', '11AM–9PM'], ['Thursday', '11AM–9PM'], ['Friday', '11AM–9PM'], ['Saturday', '11AM–9PM']]"
0x883099445f3d4f83:0x88997804415e2287,Yihi Japan,"Yihi Japan, 3343 Midway Mall, Elyria, OH 44035",41.395821399999996,-82.11101219999999,['Japanese restaurant'],4.5,85,,"[['Sunday', '10AM–8PM'], ['Monday', '10AM–8PM'], ['Tuesday', '10AM–8PM'], ['Wednesday', '10AM–8PM'], ['Thursday', '10AM–8PM'], ['Friday', '10AM–8PM'], ['Saturday', '10AM–8PM']]"
0x88388eb8efa473ef:0x118354da593244fc,Midway,"Midway, 1728 N High St, Columbus, OH 43201",39.9976811,-83.0073914,"['Bar', 'Asian restaurant', 'Japanese restaurant', 'Restaurant']",3.5,128,$,"[['Saturday', '2–11PM'], ['Sunday', 'Closed'], ['Monday', 'Closed'], ['Tuesday', 'Closed'], ['Wednesday', 'Closed'], ['Thursday', '3–11PM'], ['Friday', '2–11PM']]"
0x884099d9b09bf9d1:0xd2dc8296209be68c,Taku Japanese Steakhouse (Xenia),"Taku Japanese Steakhouse (Xenia), 167 Hospitality Dr, Xenia, OH 45385",39.686031299999996,-83.96588129999999,['Japanese restaurant'],4.4,58,,"[['Saturday', '11AM–3PM'], ['Sunday', '12–9:30PM'], ['Monday', 'Closed'], ['Tuesday', '11AM–3PM'], ['Wednesday', '11AM–3PM'], ['Thursday', '11AM–3PM'], ['Friday', '11AM–3PM']]"
0x883994e8af40a387:0x181bf6872f6b3a78,Wokano Japanese Steakhouse,"Wokano Japanese Steakhouse, 2284 W 4th St, Ontario, OH 44906, United States",40.773789699999995,-82.5958978,"['Japanese restaurant', 'Restaurant', 'Sushi restaurant']",4.4,1102,₩₩,"[['Wednesday', '11AM–9:30PM'], ['Thursday', '11AM–9:30PM'], ['Friday', '11AM–6PM'], ['Saturday', '11AM–6PM'], ['Sunday', '12–9:30PM'], ['Monday', '11AM–9:30PM'], ['Tuesday', '11AM–9:30PM']]"
0x8836d9ab894e657f:0x2ae1b03c864fd21c,Hibachi & Mexican Grill,"Hibachi & Mexican Grill, 3202 Lincoln Way E, Massillon, OH 44646",40.795571599999995,-81.4748628,"['Mexican restaurant', 'Japanese restaurant']",4.2,28,,"[['Tuesday', '11AM–10PM'], ['Wednesday', '11AM–10PM'], ['Thursday', '11AM–10PM'], ['Friday', '11AM–11PM'], ['Saturday', '11AM–11PM'], ['Sunday', '11AM–9PM'], ['Monday', '11AM–10PM']]"
0x8840593140213a27:0x9ef4be2545c1f3cc,Fusabowl,"Fusabowl, 5218 Kings Mills Rd, Mason, OH 45040",39.360531699999996,-84.278278,"['Asian restaurant', 'Fast food restaurant', 'Japanese restaurant', 'Takeout Restaurant', 'Sushi restaurant']",4.5,28,,"[['Tuesday', '11AM–9PM'], ['Wednesday', '11AM–9PM'], ['Thursday', '11AM–9PM'], ['Friday', '11AM–9:30PM'], ['Saturday', '11AM–9:30PM'], ['Sunday', '12–9PM'], ['Monday', '11AM–9PM']]"
0x8836b5718d4dec25:0x461a429105446b41,Hibachi Express,"Hibachi Express, 548 W State St, Alliance, OH 44601",40.901455299999995,-81.1126043,['Japanese restaurant'],4.4,118,,"[['Tuesday', '11AM–10PM'], ['Wednesday', '11AM–10PM'], ['Thursday', '11AM–10PM'], ['Friday', '11AM–10PM'], ['Saturday', '11AM–10PM'], ['Sunday', '11AM–10PM'], ['Monday', '11AM–10PM']]"
0x883f77b2220e1391:0xece810a3fcebb456,MEGUMI JAPANESE HIBACHI GRILL,"MEGUMI JAPANESE HIBACHI GRILL, 12 S Dorset Rd, Troy, OH 45373",40.0495413,-84.2279898,"['Japanese restaurant', 'Self service restaurant']",4.6,43,,"[['Monday', '11:30AM–9PM'], ['Tuesday', '11:30AM–9PM'], ['Wednesday', '11:30AM–9PM'], ['Thursday', '11:30AM–9PM'], ['Friday', '11:30AM–9PM'], ['Saturday', '11:30AM–9PM'], ['Sunday', '11:30AM–9PM']]"
0x8836e31a4accf3af:0xb56f0378034d103e,Katana Japanese Restaurant Sushi&Hibachi,"Katana Japanese Restaurant Sushi&Hibachi, 515 Union Ave, Dover, OH 44622",40.5090459,-81.4634262,"['Japanese restaurant', 'Asian restaurant', 'Restaurant', 'Sushi restaurant']",4.5,194,$$,"[['Monday', '11AM–9PM'], ['Tuesday', 'Closed'], ['Wednesday', '11AM–9PM'], ['Thursday', '11AM–9PM'], ['Friday', '11AM–9:30PM'], ['Saturday', '11AM–9:30PM'], ['Sunday', '12–9PM']]"
0x88388e6db0a880c1:0x238f296a30716169,Royal Ginger Asian Fusion Bistro,"Royal Ginger Asian Fusion Bistro, 1625 W Lane Ave, Columbus, OH 43221",40.00678,-83.05389,"['Asian restaurant', 'Asian fusion restaurant', 'Japanese restaurant', 'Delivery Restaurant', 'Seafood restaurant', 'Sushi restaurant']",3.9,58,$$,"[['Monday', '11AM–10PM'], ['Tuesday', '11AM–10PM'], ['Wednesday', '11AM–10PM'], ['Thursday', '11AM–10PM'], ['Friday', '11AM–10PM'], ['Saturday', '11AM–10PM'], ['Sunday', '11AM–10PM']]"
0x8830d70da7a6b4e5:0x697715604a097ea,Teriyaki Madness- West Akron,"Teriyaki Madness- West Akron, 1 N Hawkins Ave, Akron, OH 44313",41.1098563,-81.5687361,"['Asian fusion restaurant', 'Asian restaurant', 'Japanese restaurant', 'Restaurant']",3.5,33,,
0x88313b6f542c8fd7:0x2c213a7c7e5c6916,Hibachi Xpress Kent,"Hibachi Xpress Kent, 1143 Lake St, Kent, OH 44240",41.1641219,-81.339114,"['Takeout Restaurant', 'Japanese restaurant']",3.4,88,$,"[['Saturday', '11AM–10PM'], ['Sunday', '11AM–8PM'], ['Monday', '11AM–10PM'], ['Tuesday', '11AM–10PM'], ['Wednesday', '11AM–10PM'], ['Thursday', '11AM–10PM'], ['Friday', '11AM–10PM']]"
0x88464b9ee0fd1ee9:0x8bf98b44da56cf24,Tokyo Steak House,"Tokyo Steak House, 731 Main St, Jackson, OH 45640",39.042329599999995,-82.62972479999999,"['Japanese restaurant', 'Japanese steakhouse']",4.4,185,$$,"[['Saturday', '11AM–9:30PM'], ['Sunday', '12–9PM'], ['Monday', '11AM–9PM'], ['Tuesday', '11AM–9PM'], ['Wednesday', '11AM–9PM'], ['Thursday', '11AM–9PM'], ['Friday', '11AM–9:30PM']]"
0x8840f3885584c3e3:0xd0165b2449910ae5,Asian Gourmet,"Asian Gourmet, 1231 Columbus Ave, Lebanon, OH 45036",39.452542199999996,-84.1837032,"['Chinese restaurant', 'Asian restaurant', 'Japanese restaurant', 'Sushi restaurant', 'Thai restaurant']",3.9,157,,"[['Friday', '11AM–10:30PM'], ['Saturday', '11AM–9:30PM'], ['Sunday', '11AM–9:30PM'], ['Monday', 'Closed'], ['Tuesday', '11AM–9:30PM'], ['Wednesday', '11AM–9:30PM'], ['Thursday', '11AM–9:30PM']]"
0x8838f578ae86fdfd:0x734fc6f6cbfd839b,Sushi Factory,"Sushi Factory, 8715 Sancus Blvd, Columbus, OH 43240",40.1420897,-82.99212969999999,['Japanese restaurant'],4.1,184,,"[['Friday', '11AM–9:30PM'], ['Saturday', '12–10:30PM'], ['Sunday', '12–9PM'], ['Monday', '11AM–9:30PM'], ['Tuesday', '11AM–9:30PM'], ['Wednesday', '11AM–9:30PM'], ['Thursday', '11AM–9:30PM']]"
0x88389139efbac327:0x897dd411f0c3748b,Haruki East,"Haruki East, 2469 Hilliard Rome Rd, Hilliard, OH 43026",40.001381599999995,-83.15606629999999,"['Sushi restaurant', 'Asian restaurant', 'Japanese restaurant']",4.3,77,$$,"[['Friday', '11AM–10:30PM'], ['Saturday', '11AM–10:30PM'], ['Sunday', '11AM–9:30PM'], ['Monday', '11AM–10PM'], ['Tuesday', '11AM–10PM'], ['Wednesday', '11AM–10PM'], ['Thursday', '11AM–10PM']]"
0x88388c287b402ebb:0x3d2395ed2c862035,Sushi Ting,"Sushi Ting, 2875 Olentangy River Rd, Columbus, OH 43202",40.019398599999995,-83.02619399999999,"['Japanese restaurant', 'Asian restaurant', 'Sushi restaurant']",4.4,73,$$,"[['Friday', '11:30AM–2:30PM'], ['Saturday', '1PM–12AM'], ['Sunday', '5:30–9:30PM'], ['Monday', 'Closed'], ['Tuesday', '11:30AM–2:30PM'], ['Wednesday', '11:30AM–2:30PM'], ['Thursday', '11:30AM–2:30PM']]"
