gmap_id,name,address,latitude,longitude,category,avg_rating,num_of_reviews,price,hours
0x89babc8b9bd3a5d7:0x277eedce5d4c4c50,Haiku Sushi,"Haiku Sushi, 801 Volvo Pkwy #103, Chesapeake, VA 23320",36.767023,-76.227643,"['Sushi restaurant', 'Asian restaurant', 'Chinese restaurant', 'Japanese restaurant', 'Restaurant']",4.1,67,$$,"[['Wednesday', '11AM–2:30PM'], ['Thursday', '11AM–2:30PM'], ['Friday', '11AM–2:30PM'], ['Saturday', '12–10PM'], ['Sunday', '4:30–9PM'], ['Monday', '11AM–2:30PM'], ['Tuesday', '11AM–2:30PM']]"
0x89b64adfa55f0e89:0x4e350ce523524a6,Sushi Nami,"Sushi Nami, 7801 Leesburg Pike, Falls Church, VA 22043",38.907968,-77.2158792,['Japanese restaurant'],3.5,6,,"[['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours']]"
0x89ba95a7047c12c9:0xafdde0f91a312d78,Amura Sushi Cafe,"Amura Sushi Cafe, 4801 Shore Dr Ste. A-3, Virginia Beach, VA 23455",36.9032738,-76.1361902,"['Sushi restaurant', 'Japanese restaurant']",4.8,58,,"[['Tuesday', '11AM–2:30PM'], ['Wednesday', '11AM–2:30PM'], ['Thursday', 'Closed'], ['Friday', '11AM–2:30PM'], ['Saturday', '5–9PM'], ['Sunday', 'Closed'], ['Monday', '11AM–2:30PM']]"
0x89baebe0c8e92681:0x18bb0779234e7b2b,Sakura Poke Bowl & Sushi,"Sakura Poke Bowl & Sushi, Verizon, 701 Lynnhaven Pkwy Inside Lynnhaven Mall (T-Mobile &, Entrance, Virginia Beach, VA 23452",36.8161418,-76.0712139,"['Sushi restaurant', 'Japanese restaurant']",4.6,16,,"[['Thursday', '11AM–7PM'], ['Friday', '11AM–7PM'], ['Saturday', '11AM–7PM'], ['Sunday', '12–6PM'], ['Monday', '11AM–7PM'], ['Tuesday', '11AM–7PM'], ['Wednesday', '11AM–7PM']]"
0x89b65cf80922e52d:0x220987ec9a7eeae8,Nori Japan,"Nori Japan, 8300 Sudley Rd, Manassas, VA 20109",38.773128899999996,-77.50554869999999,['Japanese restaurant'],3.2,18,$,"[['Thursday', '10AM–9PM'], ['Friday', '10AM–9PM'], ['Saturday', '10AM–9PM'], ['Sunday', '11AM–6PM'], ['Monday', '10AM–9PM'], ['Tuesday', '10AM–9PM'], ['Wednesday', '10AM–9PM']]"
0x89ba9514e860f57d:0x1d4d331e3c1b5484,Misako,"Misako, 4000 Virginia Beach Blvd # 176, Virginia Beach, VA 23452",36.842495,-76.112475,"['Japanese restaurant', 'Asian restaurant', 'Sushi restaurant']",4.6,18,$$,"[['Wednesday', '11:30AM–2:30PM'], ['Thursday', '11:30AM–2:30PM'], ['Friday', '11:30AM–2:30PM'], ['Saturday', '11:30AM–2:30PM'], ['Sunday', 'Closed'], ['Monday', '11:30AM–2:30PM'], ['Tuesday', '11:30AM–2:30PM']]"
0x89b07eae504a5c4f:0x2c5272cf9b87b6c4,Kappo Nara Asian Cuisine,"Kappo Nara Asian Cuisine, 14501 Warwick Blvd, Newport News, VA 23608",37.130338699999996,-76.53958779999999,"['Asian fusion restaurant', 'Asian restaurant', 'Japanese curry restaurant', 'Japanese restaurant', 'Takeout Restaurant', 'Pho restaurant', 'Ramen restaurant', 'Self-catering accommodation', 'Thai restaurant', 'Vietnamese restaurant']",4.6,78,,
0x89b7b0f1cebfd319:0xe584e9f4676115b6,Royal Thai & Sushi Bar,"Royal Thai & Sushi Bar, 801 N Fairfax St, Alexandria, VA 22314",38.8131868,-77.04029729999999,"['Thai restaurant', 'Asian restaurant', 'Japanese restaurant', 'Southeast Asian restaurant', 'Sushi restaurant']",3.6,8,,"[['Tuesday', '11:30AM–9:30PM'], ['Wednesday', '11:30AM–9:30PM'], ['Thursday', '11:30AM–9:30PM'], ['Friday', '11:30AM–9:30PM'], ['Saturday', '11:30AM–9:30PM'], ['Sunday', '5–9PM'], ['Monday', '11:30AM–9:30PM']]"
0x89b2d9845bb2f31f:0x4f21e49834ea546,Main Street Sports Bar & Grill,"Main Street Sports Bar & Grill, 1125 Main St, Lynchburg, VA 24504",37.41241,-79.1404113,"['Sports bar', 'Japanese steakhouse', 'Seafood restaurant']",4.6,73,$,"[['Sunday', '11AM–12AM'], ['Monday', '11AM–12AM'], ['Tuesday', '11AM–12AM'], ['Wednesday', '11AM–12AM'], ['Thursday', '11AM–12AM'], ['Friday', '11AM–12AM'], ['Saturday', '11AM–12AM']]"
0x89ba9457a60a6c49:0x91648f1cb3f5e69b,Kobe Sushi Japanese Steakhouse,"Kobe Sushi Japanese Steakhouse, 1033 Independence Blvd, Virginia Beach, VA 23455",36.8717894,-76.1347509,['Japanese restaurant'],4.4,54,$$,"[['Saturday', '11:30AM–2:30PM'], ['Sunday', '4:30–9:30PM'], ['Monday', '11:30AM–2:30PM'], ['Tuesday', '11:30AM–2:30PM'], ['Wednesday', '11:30AM–2:30PM'], ['Thursday', '11:30AM–2:30PM'], ['Friday', '11:30AM–2:30PM']]"
0x89b0780b328b90ad:0x36ed2cf426457725,Wishful Dream,"Wishful Dream, 10702 Jefferson Ave #2714, Newport News, VA 23601",37.050438799999995,-76.4599624,"['Japanese restaurant', 'Mexican restaurant']",4.4,28,,"[['Saturday', '11AM–10:30PM'], ['Sunday', 'Closed'], ['Monday', '11AM–10PM'], ['Tuesday', '11AM–10PM'], ['Wednesday', '11AM–10PM'], ['Thursday', '11AM–10PM'], ['Friday', '11AM–10:30PM']]"
0x89b3880785aec3e9:0x2325ce1ecbdb1199,Nori Japan,"Nori Japan, 1586 Rio Rd E, Charlottesville, VA 22901",38.0766719,-78.4746826,['Japanese restaurant'],3.0,18,,"[['Friday', '10AM–9PM'], ['Saturday', '10AM–9PM'], ['Sunday', '12–6PM'], ['Monday', '10AM–9PM'], ['Tuesday', '10AM–9PM'], ['Wednesday', '10AM–9PM'], ['Thursday', '10AM–9PM']]"
0x89b16bab50423c2f:0xc6eff641b2a0bd5b,Ichiban Sushi Japanese Cuisine,"Ichiban Sushi Japanese Cuisine, 10490 Ridgefield Pkwy, Henrico, VA 23233",37.6207292,-77.6136582,"['Japanese restaurant', 'Restaurant']",4.4,18,$$,"[['Friday', '5–9PM'], ['Saturday', '5–9PM'], ['Sunday', '5–8:30PM'], ['Monday', 'Closed'], ['Tuesday', '5–8:30PM'], ['Wednesday', '5–8:30PM'], ['Thursday', '5–8:30PM']]"
0x89b64f979b45886d:0xca7a6be3871593e7,Tamashii Ramen & Sushi,"Tamashii Ramen & Sushi, 10780 Fairfax Blvd STE 107, Fairfax, VA 22030",38.8563605,-77.3164962,"['Japanese restaurant', 'Sushi restaurant']",4.2,8,,"[['Tuesday', '11AM–9PM'], ['Wednesday', '11AM–9PM'], ['Thursday', '11AM–9PM'], ['Friday', '11AM–9PM'], ['Saturday', '11AM–9PM'], ['Sunday', '11AM–9PM'], ['Monday', '11AM–9PM']]"
0x89ba83d694939acb:0xe190b8a2e29f3030,Hibachi & Chinese Restaurant,"Virginia, Hampton, Coliseum Dr, Hibachi & Chinese Restaurant邮政编码: 23666",37.045679299999996,-76.389502,"['Chinese restaurant', 'Asian restaurant', 'Delivery Chinese restaurant', 'Japanese restaurant', 'Delivery Restaurant', 'Restaurant']",3.6,8,$,"[['Sunday', '12AM–10PM'], ['Monday', '11AM–10:30PM'], ['Tuesday', '11AM–10:30PM'], ['Wednesday', '11AM–10:30PM'], ['Thursday', '11AM–10:30PM'], ['Friday', '11AM–11PM'], ['Saturday', '11AM–11PM']]"
0x89babe337b83dbfd:0x641171815ae29c6d,Domo Sushi,"Domo Sushi, 4540 Princess Anne Rd, Virginia Beach, VA 23462",36.8072687,-76.1317882,"['Sushi restaurant', 'Japanese restaurant']",4.5,108,$$,"[['Friday', '11AM–2:30PM'], ['Saturday', '11AM–2:30PM'], ['Sunday', 'Closed'], ['Monday', '11AM–2:30PM'], ['Tuesday', '11AM–2:30PM'], ['Wednesday', '11AM–2:30PM'], ['Thursday', '11AM–2:30PM']]"
0x89babfb05400f755:0x7306e86add671c29,Sarku Japanese Restaurant,"Sarku Japanese Restaurant, 2029 Lynnhaven Pkwy, Virginia Beach, VA 23456",36.792404399999995,-76.1232545,"['Japanese restaurant', 'Restaurant']",4.2,14,$$,
0x89b64687af0d8745:0x47b5e3dc4d88bd71,Fuji Japanese Restaurant,"Fuji Japanese Restaurant, 13942 Metrotech Dr, Chantilly, VA 20151",38.896877599999996,-77.42480499999999,"['Restaurant', 'Japanese restaurant', 'Sushi restaurant']",4.4,8,$$,
0x89ba83163918f7bf:0x73f9d7a1623555a4,Hayashi Sushi & Grill,"Hayashi Sushi & Grill, 3110 Allainby Way, Hampton, VA 23666",37.044207899999996,-76.3948427,"['Sushi restaurant', 'Asian restaurant', 'Japanese restaurant', 'Japanese steakhouse', 'Vegetarian restaurant']",4.1,14,,"[['Tuesday', '11AM–9:30PM'], ['Wednesday', '11AM–9:30PM'], ['Thursday', '11AM–9:30PM'], ['Friday', '11AM–9:30PM'], ['Saturday', '12–10:30PM'], ['Sunday', '12–10:30PM'], ['Monday', '11AM–9:30PM']]"
0x89b10bbe83e59171:0x90fddeb14f0e66a6,Ichiban Grill & Supreme Buffet,"Ichiban Grill & Supreme Buffet, 6443 Centralia Rd, Chesterfield, VA 23832",37.3716534,-77.49869609999999,"['Japanese restaurant', 'Asian restaurant']",4.4,15,$$,
0x89bac1f0c282fbb3:0xe5cb639609dd0cd6,Sakura Japanese Restaurant,"Sakura Japanese Restaurant, 1375 Oceana Blvd, Virginia Beach, VA 23454",36.794275,-75.9995545,"['Japanese restaurant', 'Sushi restaurant']",4.2,98,,"[['Saturday', '12–10PM'], ['Sunday', 'Closed'], ['Monday', '11AM–9:30PM'], ['Tuesday', '11AM–9:30PM'], ['Wednesday', '11AM–9:30PM'], ['Thursday', '11AM–9:30PM'], ['Friday', '11AM–10PM']]"
0x89b6c6d1fcb2c74f:0xfd94046bb0b41d7e,Kappa Garden Sushi Bistro,"Kappa Garden Sushi Bistro, 10153 Jefferson Davis Hwy, Fredericksburg, VA 22407",38.2275639,-77.5035556,"['Sushi restaurant', 'Asian restaurant', 'Japanese restaurant']",4.7,118,$$,"[['Saturday', '11AM–9PM'], ['Sunday', '11AM–8PM'], ['Monday', '11AM–9PM'], ['Tuesday', '11AM–9PM'], ['Wednesday', '11AM–9PM'], ['Thursday', '11AM–9PM'], ['Friday', '11AM–9PM']]"
0x89b1114f53303a67:0xf75168d138eb70af,Masa Sushi & Asian Grill,"Masa Sushi & Asian Grill, 948 W Grace St, Richmond, VA 23220",37.5510269,-77.4529931,"['Asian restaurant', 'Japanese restaurant']",3.1,7,$$,"[['Thursday', '11AM–11PM'], ['Friday', '11AM–12AM'], ['Saturday', '11AM–12AM'], ['Sunday', '12–11PM'], ['Monday', '11AM–11PM'], ['Tuesday', '11AM–11PM'], ['Wednesday', '11AM–11PM']]"
0x89b64e93c6ca8023:0x99b7e1efc60619cf,Asian Bistro,"Asian Bistro, 3950 University Dr, Fairfax, VA 22030",38.847259,-77.30534,"['Chinese restaurant', 'Asian restaurant', 'Chinese takeaway', 'Delivery Chinese restaurant', 'Japanese restaurant', 'Restaurant', 'Southeast Asian restaurant', 'Sushi restaurant', 'Vietnamese restaurant']",4.3,42,$$,"[['Thursday', '11:30AM–9:30PM'], ['Friday', '11:30AM–10:30PM'], ['Saturday', '12–10:30PM'], ['Sunday', '12–9:30PM'], ['Monday', '11:30AM–9:30PM'], ['Tuesday', '11:30AM–9:30PM'], ['Wednesday', '11:30AM–9:30PM']]"
0x89b07c2f7592539b:0xee6a1350430a56a3,Kyoto Sushi Bar & Hibachi Grill,"Kyoto Sushi Bar & Hibachi Grill, 15525 Warwick Blvd, Newport News, VA 23608",37.1572974,-76.5573125,"['Japanese restaurant', 'Restaurant']",3.9,105,$$,"[['Thursday', '10:30AM–9:30PM'], ['Friday', '10:30AM–10PM'], ['Saturday', '10:30AM–10PM'], ['Sunday', '10:30AM–9:30PM'], ['Monday', '10:30AM–9:30PM'], ['Tuesday', '10:30AM–9:30PM'], ['Wednesday', '10:30AM–9:30PM']]"
0x89ba99fda243c0e9:0xcddf866dc8466a28,Tokyo Express,"Tokyo Express, 7647 Granby St, Norfolk, VA 23505",36.916670499999995,-76.2732005,"['Japanese restaurant', 'Sushi restaurant']",3.6,57,,"[['Thursday', '10:30AM–9:30PM'], ['Friday', '10:30AM–9:30PM'], ['Saturday', '10:30AM–9:30PM'], ['Sunday', 'Closed'], ['Monday', '10:30AM–9:30PM'], ['Tuesday', '10:30AM–9:30PM'], ['Wednesday', '10:30AM–9:30PM']]"
0x89b5ea28037a884d:0x840428893934b0a0,Ginger Asian,"Ginger Asian, 222 Elizabeth Dr, Stephens City, VA 22655",39.083321399999996,-78.202181,"['Asian restaurant', 'Chinese restaurant', 'Japanese restaurant', 'Delivery Restaurant', 'Restaurant', 'Sushi restaurant']",4.1,193,$,"[['Wednesday', '11AM–9:30PM'], ['Thursday', '11AM–9:30PM'], ['Friday', '11AM–10:30PM'], ['Saturday', '11AM–10:30PM'], ['Sunday', '11:30AM–9:30PM'], ['Monday', '11AM–9:30PM'], ['Tuesday', '11AM–9:30PM']]"
0x89b115b91fc32c65:0xa41699fa03fecda7,Jing Sushi,"Jing Sushi, 7019 Three Chopt Rd, Richmond, VA 23226",37.5903561,-77.5328495,"['Japanese restaurant', 'Sushi restaurant']",4.7,57,,"[['Tuesday', '11:30AM–9PM'], ['Wednesday', '11:30AM–9PM'], ['Thursday', '11:30AM–9PM'], ['Friday', '11:30AM–10PM'], ['Saturday', '11:30AM–10PM'], ['Sunday', '4–9PM'], ['Monday', 'Closed']]"
0x89babe0e1a178181:0x70091a2ac7fc25f0,SUSHI MASA,"SUSHI MASA, 1001 Kempsville Rd, Virginia Beach, VA 23464, United States",36.811659999999996,-76.167357,"['Sushi restaurant', 'Japanese restaurant']",4.4,274,,"[['Monday', '11:30AM–10PM'], ['Tuesday', '11:30AM–10PM'], ['Wednesday', '11:30AM–10PM'], ['Thursday', '11:30AM–10PM'], ['Friday', '11:30AM–10PM'], ['Saturday', '11:30AM–10PM'], ['Sunday', 'Closed']]"
0x89baebcae95d1d07:0x4f053bb6df55336,Otani Japanese Steakhouse now Kuktop Grill,"Otani Japanese Steakhouse now Kuktop Grill, 1532 Laskin Rd #6112, Virginia Beach, VA 23451",36.8517607,-76.014079,"['Japanese steakhouse', 'Karaoke bar', 'Seafood restaurant', 'Sushi restaurant']",3.6,47,$$,"[['Monday', '4–10PM'], ['Tuesday', '4–10PM'], ['Wednesday', '4–10PM'], ['Thursday', '4–10PM'], ['Friday', '4–10:30PM'], ['Saturday', '4–10:30PM'], ['Sunday', '4–9:30PM']]"
0x89b639a80c7075db:0x26a9a8fb60ca476d,Sushi Mori,"Sushi Mori, 20921 Davenport Dr #110, Sterling, VA 20165",39.0369457,-77.4107568,['Japanese restaurant'],4.8,34,$$,"[['Saturday', '12–9PM'], ['Sunday', '4:30–9PM'], ['Monday', '11:30AM–9PM'], ['Tuesday', '11:30AM–9PM'], ['Wednesday', '11:30AM–9PM'], ['Thursday', '11:30AM–9PM'], ['Friday', '11:30AM–9PM']]"
0x89b64f1fc7c370cf:0x6e4e5404127e024,BBQ21,"BBQ21, 11272 James Swart Cir, Fairfax, VA 22030, United States",38.8546264,-77.33520659999999,"['Korean restaurant', 'Barbecue restaurant', 'Japanese restaurant', 'Restaurant']",4.1,196,$$,"[['Saturday', '11AM–11PM'], ['Sunday', '11AM–10:30PM'], ['Monday', '11AM–10:30PM'], ['Tuesday', '11AM–10:30PM'], ['Wednesday', '11AM–10:30PM'], ['Thursday', '11AM–10:30PM'], ['Friday', '11AM–11PM']]"
0x89b6399ff0784767:0x50d60e0ea02378a9,Sarku Japan,"Sarku Japan, 21100 Dulles Town Cir Suite #238, Dulles, VA 20166",39.032371999999995,-77.42393849999999,"['Japanese restaurant', 'Asian restaurant', 'Fast food restaurant', 'Restaurant', 'Sushi restaurant', 'Teppanyaki restaurant']",3.3,28,$,"[['Friday', '11AM–8PM'], ['Saturday', '11AM–8PM'], ['Sunday', '11AM–7PM'], ['Monday', '11AM–8PM'], ['Tuesday', '11AM–8PM'], ['Wednesday', '11AM–8PM'], ['Thursday', '11AM–8PM']]"
0x89b078eea42e2d2b:0xf4bb9c46cebbf158,Sushi King,"Sushi King, 11883 Jefferson Ave, Newport News, VA 23606",37.0895223,-76.48515669999999,"['Japanese restaurant', 'Asian restaurant', 'Sushi restaurant']",4.2,1418,$$,"[['Friday', '11AM–3:30PM'], ['Saturday', '12–10:30PM'], ['Sunday', '12–9:30PM'], ['Monday', '11AM–3:30PM'], ['Tuesday', '11AM–3:30PM'], ['Wednesday', '11AM–3:30PM'], ['Thursday', '11AM–3:30PM']]"
0x89b386242cfa6781:0xea9028af0c10964b,Ten,"Ten, 120 E Main St, Charlottesville, VA 22902",38.0302778,-78.48111109999999,['Japanese restaurant'],4.4,157,$$$,"[['Friday', '5–9PM'], ['Saturday', '5–9PM'], ['Sunday', 'Closed'], ['Monday', 'Closed'], ['Tuesday', '5–9PM'], ['Wednesday', '5–9PM'], ['Thursday', '5–9PM']]"
0x884d31c22957e95f:0xb0f846779dbbbf18,New Yamazato Japanese Restaurant,"New Yamazato Japanese Restaurant, 1128 E Lynchburg Salem Turnpike, Bedford, VA 24523, United States",37.325008,-79.4947914,"['Japanese restaurant', 'Asian restaurant']",4.4,88,$,"[['Friday', '11AM–10PM'], ['Saturday', '11AM–10PM'], ['Sunday', '11:30AM–9:30PM'], ['Monday', '11AM–10PM'], ['Tuesday', '11AM–10PM'], ['Wednesday', '11AM–10PM'], ['Thursday', '11AM–10PM']]"
0x88501340ecf6c7b7:0x9dc10f7968e51a1d,Fuji Yogurt City,"Fuji Yogurt City, 588 Cummings St, Abingdon, VA 24210",36.7013788,-81.9737839,['Japanese steakhouse'],4.1,73,$,"[['Thursday', '10:30AM–10:30PM'], ['Friday', '10:30AM–11PM'], ['Saturday', '10:30AM–11PM'], ['Sunday', '10:30AM–10PM'], ['Monday', '10:30AM–10:30PM'], ['Tuesday', '10:30AM–10:30PM'], ['Wednesday', '10:30AM–10:30PM']]"
0x89babcf77f5b6509:0x2310d24034d8a77b,Sakura Restaurant,"Sakura Restaurant, 1401 Greenbrier Pkwy, Chesapeake, VA 23320",36.780395,-76.22769029999999,"['Japanese restaurant', 'Chinese restaurant']",3.8,14,$$,
0x89b08c00e66eec39:0xbf8b0e8a11d83944,Miyaki Sushi & Grill,"Miyaki Sushi & Grill, 5715 Richmond Rd #3, Williamsburg, VA 23188, United States",37.3159341,-76.73767769999999,['Japanese restaurant'],4.1,298,,"[['Tuesday', '11:30AM–9:30PM'], ['Wednesday', '11:30AM–9:30PM'], ['Thursday', '11:30AM–9:30PM'], ['Friday', '11:30AM–9:30PM'], ['Saturday', '11:30AM–9:30PM'], ['Sunday', '11:30AM–9:30PM'], ['Monday', '11:30AM–9:30PM']]"
0x89b644ee2ee47199:0xe22a2c155fafb133,Bonchon Centreville,"Bonchon Centreville, 14215-10 Centreville Square, Centreville, VA 20121, United States",38.837589,-77.437204,"['Asian fusion restaurant', 'Asian restaurant', 'Chicken restaurant', 'Chicken wings restaurant', 'Fried chicken takeaway', 'Japanese restaurant', 'Korean restaurant', 'Pan-Asian restaurant']",4.4,558,₩₩,"[['Monday', '11:45AM–9:30PM'], ['Tuesday', '11:45AM–9:30PM'], ['Wednesday', '11:45AM–9:30PM'], ['Thursday', '11:45AM–9:30PM'], ['Friday', '11:45AM–10PM'], ['Saturday', '11:45AM–10PM'], ['Sunday', '11:45AM–9PM']]"
0x89b655ae25d487d7:0xd67dfacea59b801f,Jangko Japanese Restaurant,"Jangko Japanese Restaurant, 13658 Jefferson Davis Hwy, Woodbridge, VA 22191",38.6556687,-77.252665,"['Japanese restaurant', 'Asian restaurant', 'Sushi restaurant']",4.4,148,$$,
0x89b10d86d2629d15:0x4e328bc7885c75ee,Tasty Kitchen,"Tasty Kitchen, 6349 Hull Street Rd, Richmond, VA 23224",37.479973,-77.51033199999999,"['Japanese restaurant', 'Asian fusion restaurant', 'Chinese restaurant']",4.5,13,,"[['Saturday', '12–11PM'], ['Sunday', '12–10PM'], ['Monday', '11AM–10PM'], ['Tuesday', '11AM–10PM'], ['Wednesday', '11AM–10PM'], ['Thursday', '11AM–10PM'], ['Friday', '11AM–11PM']]"
0x89ba969ad6088a3f:0x430d0519a6770a64,Sakura Japanese Restaurant,"Sakura Japanese Restaurant, 5824 Northampton Blvd suite 102 suite 102, Virginia Beach, VA 23455",36.881812,-76.18714,"['Sushi restaurant', 'Japanese restaurant']",3.9,95,$$,"[['Tuesday', '11AM–8PM'], ['Wednesday', '11AM–8PM'], ['Thursday', '11AM–8PM'], ['Friday', '11AM–8PM'], ['Saturday', '12–8PM'], ['Sunday', '12–8PM'], ['Monday', '11AM–8PM']]"
0x89b108e47b5bff95:0xee0f7fbee65ab4f,Sino Wok,"Sino Wok, 12114 Bermuda Crossroad Ln, Chester, VA 23831",37.36054,-77.417908,"['Chinese restaurant', 'Japanese restaurant']",4.0,74,$,"[['Tuesday', '12–8PM'], ['Wednesday', '12–8PM'], ['Thursday', '12–8PM'], ['Friday', '12–8PM'], ['Saturday', '12–8PM'], ['Sunday', '12–8PM'], ['Monday', 'Closed']]"
